Time,Alt,Angle,qw,qx,qy,qz,High X,High Y,High Z
66402,11,1.44,1.00,-0.04,-0.00,-0.07,-165.55,-167.77,-169.76
66415,11,1.44,1.00,-0.04,-0.00,-0.07,-172.75,-173.86,-175.19
66430,11,1.44,1.00,-0.04,-0.00,-0.07,-170.20,-170.65,-173.75
66449,11,1.44,1.00,-0.04,-0.00,-0.07,-176.63,-177.63,-178.95
66463,11,1.44,1.00,-0.04,-0.00,-0.07,-172.64,-171.64,-175.85
66479,11,1.44,1.00,-0.04,-0.00,-0.07,-173.42,-173.53,-176.19
66493,11,1.44,1.00,-0.04,-0.00,-0.07,-164.67,-162.56,-168.21
66508,11,1.44,1.00,-0.04,-0.00,-0.07,-163.67,-162.23,-167.21
66522,11,1.44,1.00,-0.04,-0.00,-0.07,-166.55,-164.78,-168.99
66536,11,1.44,1.00,-0.04,-0.00,-0.07,-179.84,-180.06,-179.62
66551,11,1.44,1.00,-0.04,-0.00,-0.07,-59.22,-118.15,-152.48
66570,11,1.44,1.00,-0.04,-0.00,-0.07,-119.03,-131.44,-150.49
66584,11,1.44,1.00,-0.04,-0.00,-0.07,-149.05,-154.25,-162.23
66598,11,1.44,1.00,-0.04,-0.00,-0.07,-162.12,-164.00,-168.10
66613,11,1.44,1.00,-0.04,-0.00,-0.07,-162.34,-163.56,-167.66
66626,11,1.44,1.00,-0.04,-0.00,-0.07,-155.69,-153.70,-162.34
66638,11,1.44,1.00,-0.04,-0.00,-0.07,-164.67,-163.12,-166.88
66652,11,1.44,1.00,-0.04,-0.00,-0.07,-175.74,-175.85,-175.19
66666,11,1.44,1.00,-0.04,-0.00,-0.07,-179.40,-180.39,-180.62
66683,11,1.44,1.00,-0.04,-0.00,-0.07,-177.74,-177.96,-180.62
66697,11,1.44,1.00,-0.04,-0.00,-0.07,-177.96,-177.63,-180.17
66713,11,1.44,1.00,-0.04,-0.00,-0.07,-172.86,-172.31,-175.52
66727,11,1.44,1.00,-0.04,-0.00,-0.07,-167.55,-166.00,-170.76
66742,11,1.44,1.00,-0.04,-0.00,-0.07,-165.11,-164.22,-168.99
66756,11,1.44,1.00,-0.04,-0.00,-0.07,-49.14,-103.30,-135.43
66772,12,1.44,1.00,-0.04,-0.00,-0.07,-111.50,-124.68,-142.29
66786,12,1.44,1.00,-0.04,-0.00,-0.07,-147.17,-153.92,-159.90
66800,12,1.44,1.00,-0.04,-0.00,-0.07,-162.01,-165.55,-168.43
66831,12,1.44,1.00,-0.04,-0.00,-0.07,-169.65,-170.54,-174.97
66845,12,1.44,1.00,-0.04,-0.00,-0.07,-161.45,-160.68,-165.88
66858,12,1.44,1.00,-0.04,-0.00,-0.07,-161.23,-159.79,-165.66
66874,12,1.44,1.00,-0.04,-0.00,-0.07,-163.23,-161.57,-166.88
66887,12,1.44,1.00,-0.04,-0.00,-0.07,-177.29,-178.40,-178.84
66902,12,1.44,1.00,-0.04,-0.00,-0.07,-177.96,-177.74,-179.29
66916,12,1.44,1.00,-0.04,-0.00,-0.07,-181.28,-181.72,-181.83
66929,12,1.44,1.00,-0.04,-0.00,-0.07,-171.53,-170.98,-175.74
66947,12,1.44,1.00,-0.04,-0.00,-0.07,-177.74,-177.18,-179.29
66962,12,1.44,1.00,-0.04,-0.00,-0.07,-51.58,-106.29,-137.20
66975,12,1.44,1.00,-0.04,-0.00,-0.07,-105.52,-118.59,-137.86
66989,12,1.44,1.00,-0.04,-0.00,-0.07,-132.32,-137.20,-147.50
67004,12,1.44,1.00,-0.04,-0.00,-0.07,-157.58,-160.46,-163.12
67017,12,1.44,1.00,-0.04,-0.00,-0.07,-170.76,-174.97,-174.97
67032,12,1.44,1.00,-0.04,-0.00,-0.07,-174.64,-176.63,-177.40
67046,12,1.44,1.00,-0.04,-0.00,-0.07,-167.10,-166.99,-171.98
67065,12,1.44,1.00,-0.04,-0.00,-0.07,-179.07,-180.06,-180.84
67079,12,1.44,1.00,-0.04,-0.00,-0.07,-169.87,-169.21,-173.75
67092,12,1.44,1.00,-0.04,-0.00,-0.07,-164.22,-161.68,-167.77
67105,12,1.44,1.00,-0.04,-0.00,-0.07,-167.32,-165.88,-169.65
67119,12,1.44,1.00,-0.04,-0.00,-0.07,-180.95,-182.28,-181.17
67134,12,1.44,1.00,-0.04,-0.00,-0.07,-181.83,-181.83,-182.72
67148,12,1.44,1.00,-0.04,-0.00,-0.07,-180.62,-181.28,-181.83
67165,11,1.44,1.00,-0.04,-0.00,-0.07,-59.33,-117.37,-152.37
67185,11,1.44,1.00,-0.04,-0.00,-0.07,-122.47,-136.53,-153.59
67199,11,1.44,1.00,-0.04,-0.00,-0.07,-150.49,-153.92,-162.56
67214,11,1.44,1.00,-0.04,-0.00,-0.07,-159.24,-160.13,-166.55
67228,11,1.44,1.00,-0.04,-0.00,-0.07,-156.47,-155.58,-162.67
67241,11,1.44,1.00,-0.04,-0.00,-0.07,-156.80,-155.92,-162.12
67256,11,1.44,1.00,-0.04,-0.00,-0.07,-164.00,-162.78,-166.88
67269,11,1.44,1.00,-0.04,-0.00,-0.07,-177.52,-178.40,-177.40
67284,11,1.44,1.00,-0.04,-0.00,-0.07,-179.18,-179.84,-180.73
67298,11,1.44,1.00,-0.04,-0.00,-0.07,-178.73,-178.73,-180.73
67317,11,1.44,1.00,-0.04,-0.00,-0.07,-179.73,-179.29,-180.28
67330,11,1.44,1.00,-0.04,-0.00,-0.07,-174.19,-173.42,-175.74
67343,11,1.44,1.00,-0.04,-0.00,-0.07,-164.67,-161.23,-167.66
67357,11,1.44,1.00,-0.04,-0.00,-0.07,-165.77,-163.67,-168.76
67370,11,1.44,1.00,-0.04,-0.00,-0.07,-59.55,-117.81,-150.38
67385,11,1.44,1.00,-0.04,-0.00,-0.07,-123.91,-138.97,-155.36
67399,11,1.44,1.00,-0.04,-0.00,-0.07,-149.49,-154.48,-162.67
67414,11,1.44,1.00,-0.04,-0.00,-0.07,-158.91,-159.24,-165.44
67432,11,1.44,1.00,-0.04,-0.00,-0.07,-170.09,-170.65,-174.41
67446,11,1.44,1.00,-0.04,-0.00,-0.07,-167.99,-167.55,-171.98
67460,11,1.44,1.00,-0.04,-0.00,-0.07,-160.01,-158.02,-164.78
67474,11,1.44,1.00,-0.04,-0.00,-0.07,-162.34,-161.12,-165.77
67488,11,1.44,1.00,-0.04,-0.00,-0.07,-170.65,-170.43,-172.53
67503,11,1.44,1.00,-0.04,-0.00,-0.07,-178.84,-179.29,-179.73
67517,11,1.44,1.00,-0.04,-0.00,-0.07,-181.28,-181.95,-181.83
67531,11,1.44,1.00,-0.04,-0.00,-0.07,-179.29,-179.07,-180.95
67549,10,1.44,1.00,-0.04,-0.00,-0.07,-179.62,-180.62,-181.83
67565,10,1.44,1.00,-0.04,-0.00,-0.07,-180.39,-179.95,-181.72
67579,10,1.44,1.00,-0.04,-0.00,-0.07,-51.13,-105.52,-136.86
67593,10,1.44,1.00,-0.04,-0.00,-0.07,-104.85,-117.92,-137.42
67920,12,1.44,1.00,-0.04,-0.00,-0.07,-173.97,-173.08,-180.06
67933,12,1.44,1.00,-0.04,-0.00,-0.07,-58.33,-116.15,-150.93
67946,12,1.44,1.00,-0.04,-0.00,-0.07,-109.62,-123.91,-145.39
67960,12,1.44,1.00,-0.04,-0.00,-0.07,-130.99,-133.65,-146.72
67979,12,1.44,1.00,-0.04,-0.00,-0.07,-157.13,-159.02,-164.22
67993,12,1.44,1.00,-0.04,-0.00,-0.07,-150.71,-149.16,-158.46
68008,12,1.44,1.00,-0.04,-0.00,-0.07,-156.03,-154.03,-161.34
68022,12,1.44,1.00,-0.04,-0.00,-0.07,-164.89,-163.67,-167.55
68036,12,1.44,1.00,-0.04,-0.00,-0.07,-175.52,-176.19,-177.07
68051,12,1.44,1.00,-0.04,-0.00,-0.07,-178.51,-179.29,-179.95
68066,12,1.44,1.00,-0.04,-0.00,-0.07,-178.40,-178.29,-180.62
68081,12,1.44,1.00,-0.04,-0.00,-0.07,-176.52,-175.74,-178.62
68095,12,1.44,1.00,-0.04,-0.00,-0.07,-164.78,-162.45,-169.10
68112,12,1.44,1.00,-0.04,-0.00,-0.07,-169.32,-167.10,-172.20
68125,12,1.44,1.00,-0.04,-0.00,-0.07,-164.33,-162.23,-167.44
68140,12,1.44,1.00,-0.04,-0.00,-0.07,-48.48,-101.97,-134.32
68154,12,1.44,1.00,-0.04,-0.00,-0.07,-117.92,-134.21,-148.83
68169,12,1.44,1.00,-0.04,-0.00,-0.07,-147.06,-151.93,-158.80
68182,12,1.44,1.00,-0.04,-0.00,-0.07,-161.12,-163.67,-167.44
68195,12,1.44,1.00,-0.04,-0.00,-0.07,-153.92,-153.04,-160.90
68210,12,1.44,1.00,-0.04,-0.00,-0.07,-158.02,-156.91,-163.12
68230,12,1.44,1.00,-0.04,-0.00,-0.07,-172.53,-174.52,-175.96
68244,12,1.44,1.00,-0.04,-0.00,-0.07,-162.78,-161.90,-167.77
68259,12,1.44,1.00,-0.04,-0.00,-0.07,-163.01,-161.79,-166.88
68272,12,1.44,1.00,-0.04,-0.00,-0.07,-167.21,-167.32,-169.87
68286,12,1.44,1.00,-0.04,-0.00,-0.07,-177.96,-179.18,-178.51
68301,12,1.44,1.00,-0.04,-0.00,-0.07,-180.84,-181.83,-181.83
68314,13,1.44,1.00,-0.04,-0.00,-0.07,-176.74,-177.85,-180.06
68328,13,1.44,1.00,-0.04,-0.00,-0.07,-168.76,-167.32,-171.76
68346,13,1.44,1.00,-0.04,-0.00,-0.07,-54.01,-110.17,-139.74
68361,13,1.44,1.00,-0.04,-0.00,-0.07,-109.95,-123.46,-141.63
68375,13,1.44,1.00,-0.04,-0.00,-0.07,-130.44,-133.99,-145.39
68389,13,1.44,1.00,-0.04,-0.00,-0.07,-147.17,-148.50,-155.14
68403,13,1.44,1.00,-0.04,-0.00,-0.07,-166.66,-168.76,-170.20
68418,13,1.44,1.00,-0.04,-0.00,-0.07,-172.97,-175.08,-176.52
68432,13,1.44,1.00,-0.04,-0.00,-0.07,-174.52,-175.96,-178.40
68445,13,1.44,1.00,-0.04,-0.00,-0.07,-163.89,-161.90,-168.65
68460,13,1.44,1.00,-0.04,-0.00,-0.07,-162.78,-161.12,-166.66
68480,13,1.44,1.00,-0.04,-0.00,-0.07,-175.85,-177.74,-177.85
68494,13,1.44,1.00,-0.04,-0.00,-0.07,-166.66,-164.78,-170.32
68509,13,1.44,1.00,-0.04,-0.00,-0.07,-165.33,-163.45,-169.21
68523,13,1.44,1.00,-0.04,-0.00,-0.07,-166.55,-164.56,-169.21
68537,13,1.44,1.00,-0.04,-0.00,-0.07,-178.73,-179.95,-179.40
68552,13,1.44,1.00,-0.04,-0.00,-0.07,-59.11,-118.26,-151.82
68566,13,1.44,1.00,-0.04,-0.00,-0.07,-122.80,-137.97,-154.59
68581,13,1.44,1.00,-0.04,-0.00,-0.07,-144.84,-150.49,-159.68
68622,13,1.44,1.00,-0.04,-0.00,-0.07,-154.70,-153.59,-162.56
68636,13,1.44,1.00,-0.04,-0.00,-0.07,-170.43,-172.20,-174.41
68649,13,1.44,1.00,-0.04,-0.00,-0.07,-174.19,-175.63,-177.52
68663,13,1.44,1.00,-0.04,-0.00,-0.07,-170.09,-169.98,-174.64
68677,13,1.44,1.00,-0.04,-0.00,-0.07,-162.67,-159.68,-165.88
68692,13,1.44,1.00,-0.04,-0.00,-0.07,-163.67,-162.23,-167.44
68706,13,1.44,1.00,-0.04,-0.00,-0.07,-169.32,-169.10,-171.09
68720,13,1.44,1.00,-0.04,-0.00,-0.07,-179.29,-179.84,-179.95
68737,13,1.44,1.00,-0.04,-0.00,-0.07,-176.63,-176.19,-178.29
68755,13,1.44,1.00,-0.04,-0.00,-0.07,-52.80,-109.06,-143.29
68767,13,1.44,1.00,-0.04,-0.00,-0.07,-122.35,-136.86,-152.59
68782,13,1.44,1.00,-0.04,-0.00,-0.07,-146.39,-151.37,-160.24
68796,13,1.44,1.00,-0.04,-0.00,-0.07,-149.49,-149.38,-158.24
68810,13,1.44,1.00,-0.04,-0.00,-0.07,-154.25,-153.15,-159.79
68825,13,1.44,1.00,-0.04,-0.00,-0.07,-156.58,-156.03,-161.34
68838,13,1.44,1.00,-0.04,-0.00,-0.07,-171.98,-172.42,-173.31
68856,13,1.44,1.00,-0.04,-0.00,-0.07,-164.11,-164.00,-168.76
68869,13,1.44,1.00,-0.04,-0.00,-0.07,-176.96,-178.73,-178.18
68885,13,1.44,1.00,-0.04,-0.00,-0.07,-179.51,-180.06,-181.17
68898,13,1.44,1.00,-0.04,-0.00,-0.07,-178.18,-177.85,-180.17
68913,13,1.44,1.00,-0.04,-0.00,-0.07,-171.76,-169.76,-174.30
68927,13,1.44,1.00,-0.04,-0.00,-0.07,-164.67,-161.79,-168.10
68941,13,1.44,1.00,-0.04,-0.00,-0.07,-164.89,-163.56,-168.88
68959,13,1.44,1.00,-0.04,-0.00,-0.07,-49.14,-102.31,-129.78
68973,13,1.44,1.00,-0.04,-0.00,-0.07,-109.84,-123.24,-139.63
68994,13,1.44,1.00,-0.04,-0.00,-0.07,-141.85,-147.39,-154.25
69008,13,1.44,1.00,-0.04,-0.00,-0.07,-151.37,-152.70,-158.57
69023,13,1.44,1.00,-0.04,-0.00,-0.07,-159.57,-160.01,-164.56
69037,13,1.44,1.00,-0.04,-0.00,-0.07,-173.97,-177.40,-176.52
69050,13,1.44,1.00,-0.04,-0.00,-0.07,-179.84,-182.06,-181.17
69065,13,1.44,1.00,-0.04,-0.00,-0.07,-178.51,-179.51,-181.50
69079,13,1.44,1.00,-0.04,-0.00,-0.07,-166.77,-165.88,-170.65
69094,13,1.44,1.00,-0.04,-0.00,-0.07,-166.55,-165.11,-168.99
69125,13,1.44,1.00,-0.04,-0.00,-0.07,-164.89,-163.23,-168.76
69138,13,1.44,1.00,-0.04,-0.00,-0.07,-174.86,-174.52,-175.74
69151,13,1.44,1.00,-0.04,-0.00,-0.07,-183.16,-184.83,-183.94
69166,13,1.44,1.00,-0.04,-0.00,-0.07,-59.44,-118.70,-151.82
69180,13,1.44,1.00,-0.04,-0.00,-0.07,-109.95,-123.46,-144.62
69195,13,1.44,1.00,-0.04,-0.00,-0.07,-137.20,-140.08,-151.04
69209,13,1.44,1.00,-0.04,-0.00,-0.07,-145.50,-146.06,-154.25
69222,13,1.44,1.00,-0.04,-0.00,-0.07,-157.91,-159.35,-161.90
69240,13,1.44,1.00,-0.04,-0.00,-0.07,-160.90,-161.57,-165.66
69253,13,1.44,1.00,-0.04,-0.00,-0.07,-178.40,-179.18,-178.84
69266,13,1.44,1.00,-0.04,-0.00,-0.07,-179.73,-181.06,-180.95
69280,13,1.44,1.00,-0.04,-0.00,-0.07,-170.87,-170.20,-175.30
69295,13,1.44,1.00,-0.04,-0.00,-0.07,-166.11,-166.22,-170.43
69308,13,1.44,1.00,-0.04,-0.00,-0.07,-164.89,-163.23,-168.32
69321,13,1.44,1.00,-0.04,-0.00,-0.07,-177.18,-177.96,-178.40
69336,13,1.44,1.00,-0.04,-0.00,-0.07,-179.95,-181.17,-180.84
69354,13,1.44,1.00,-0.04,-0.00,-0.07,-174.52,-173.97,-177.07
69369,13,1.44,1.00,-0.04,-0.00,-0.07,-58.00,-117.26,-152.48
69384,13,1.44,1.00,-0.04,-0.00,-0.07,-124.24,-138.75,-156.03
69398,13,1.44,1.00,-0.04,-0.00,-0.07,-148.27,-151.71,-161.68
69412,13,1.44,1.00,-0.04,-0.00,-0.07,-149.27,-149.05,-157.36
69428,13,1.44,1.00,-0.04,-0.00,-0.07,-155.36,-154.14,-160.79
69441,12,1.44,1.00,-0.04,-0.00,-0.07,-158.46,-158.02,-162.23
69454,12,1.44,1.00,-0.04,-0.00,-0.07,-175.30,-176.19,-176.30
69468,12,1.44,1.00,-0.04,-0.00,-0.07,-178.40,-180.06,-180.39
69488,12,1.44,1.00,-0.04,-0.00,-0.07,-171.64,-171.64,-175.52
69501,12,1.44,1.00,-0.04,-0.00,-0.07,-180.62,-181.61,-181.72
69515,12,1.44,1.00,-0.04,-0.00,-0.07,-179.07,-179.29,-180.62
69529,12,1.44,1.00,-0.04,-0.00,-0.07,-167.10,-165.33,-170.76
69542,12,1.44,1.00,-0.04,-0.00,-0.07,-164.11,-162.12,-167.77
69555,12,1.44,1.00,-0.04,-0.00,-0.07,-177.40,-178.18,-178.18
69569,12,1.44,1.00,-0.04,-0.00,-0.07,-180.62,-181.17,-181.06
69582,12,1.44,1.00,-0.04,-0.00,-0.07,-57.67,-116.93,-149.16
69599,12,1.44,1.00,-0.04,-0.00,-0.07,-124.79,-140.74,-156.03
69614,12,1.44,1.00,-0.04,-0.00,-0.07,-141.52,-145.06,-156.58
69629,12,1.44,1.00,-0.04,-0.00,-0.07,-149.05,-148.61,-157.58
69641,12,1.44,1.00,-0.04,-0.00,-0.07,-153.04,-151.71,-158.35
69654,12,1.44,1.00,-0.04,-0.00,-0.07,-171.09,-172.31,-172.31
69669,12,1.44,1.00,-0.04,-0.00,-0.07,-175.41,-176.96,-177.85
69682,12,1.44,1.00,-0.04,-0.00,-0.07,-177.52,-177.85,-179.84
69697,12,1.44,1.00,-0.04,-0.00,-0.07,-173.20,-173.08,-176.19
69717,12,1.44,1.00,-0.04,-0.00,-0.07,-179.95,-180.17,-180.95
69730,12,1.44,1.00,-0.04,-0.00,-0.07,-172.53,-171.20,-175.52
69744,12,1.44,1.00,-0.04,-0.00,-0.07,-165.77,-164.78,-169.65
69759,12,1.44,1.00,-0.04,-0.00,-0.07,-165.33,-163.34,-168.76
69773,12,1.44,1.00,-0.04,-0.00,-0.07,-169.65,-169.10,-171.87
69788,12,1.44,1.00,-0.04,-0.00,-0.07,-57.23,-114.05,-147.17
69802,12,1.44,1.00,-0.04,-0.00,-0.07,-124.79,-139.74,-155.03
69817,12,1.44,1.00,-0.04,-0.00,-0.07,-149.27,-154.37,-162.56
69831,12,1.44,1.00,-0.04,-0.00,-0.07,-156.69,-158.24,-164.45
69860,12,1.44,1.00,-0.04,-0.00,-0.07,-153.70,-153.04,-161.79
69874,12,1.44,1.00,-0.04,-0.00,-0.07,-161.68,-159.57,-165.11
69888,12,1.44,1.00,-0.04,-0.00,-0.07,-169.65,-169.54,-171.98
69902,12,1.44,1.00,-0.04,-0.00,-0.07,-179.73,-180.84,-180.84
69916,12,1.44,1.00,-0.04,-0.00,-0.07,-179.84,-180.84,-181.17
69930,12,1.44,1.00,-0.04,-0.00,-0.07,-171.42,-171.31,-174.97
70188,12,1.44,1.00,-0.04,-0.00,-0.07,-170.20,-167.44,-177.18
70203,12,1.44,1.00,-0.04,-0.00,-0.07,-57.45,-113.05,-148.50
70221,12,1.44,1.00,-0.04,-0.00,-0.07,-116.15,-127.56,-147.61
70235,12,1.44,1.00,-0.04,-0.00,-0.07,-148.38,-152.81,-161.12
70250,12,1.44,1.00,-0.04,-0.00,-0.07,-160.57,-162.67,-167.66
70263,12,1.44,1.00,-0.04,-0.00,-0.07,-158.35,-158.13,-164.45
70278,12,1.44,1.00,-0.04,-0.00,-0.07,-158.57,-156.69,-163.67
70293,12,1.44,1.00,-0.04,-0.00,-0.07,-159.79,-158.57,-164.33
70306,12,1.44,1.00,-0.04,-0.00,-0.07,-167.44,-167.10,-170.09
70321,12,1.44,1.00,-0.04,-0.00,-0.07,-175.74,-175.63,-176.19
70341,12,1.44,1.00,-0.04,-0.00,-0.07,-164.89,-162.34,-168.88
70355,12,1.44,1.00,-0.04,-0.00,-0.07,-174.08,-174.97,-176.63
70369,12,1.44,1.00,-0.04,-0.00,-0.07,-179.84,-180.73,-181.28
70384,12,1.44,1.00,-0.04,-0.00,-0.07,-181.61,-181.39,-181.72
70397,12,1.44,1.00,-0.04,-0.00,-0.07,-174.64,-173.31,-177.63
70412,12,1.44,1.00,-0.04,-0.00,-0.07,-48.70,-101.75,-133.87
70426,12,1.44,1.00,-0.04,-0.00,-0.07,-104.52,-118.37,-137.20
70441,12,1.44,1.00,-0.04,-0.00,-0.07,-132.99,-135.98,-147.61
70459,12,1.44,1.00,-0.04,-0.00,-0.07,-146.39,-147.72,-155.69
70473,12,1.44,1.00,-0.04,-0.00,-0.07,-159.13,-159.57,-163.67
70486,12,1.44,1.00,-0.04,-0.00,-0.07,-174.08,-176.41,-177.18
70501,12,1.44,1.00,-0.04,-0.00,-0.07,-176.96,-178.29,-179.29
70514,12,1.44,1.00,-0.04,-0.00,-0.07,-171.76,-170.65,-175.52
70527,12,1.44,1.00,-0.04,-0.00,-0.07,-162.23,-160.35,-166.77
70542,12,1.44,1.00,-0.04,-0.00,-0.07,-163.56,-162.01,-167.55
70555,12,1.44,1.00,-0.04,-0.00,-0.07,-174.41,-173.75,-175.19
70568,12,1.44,1.00,-0.04,-0.00,-0.07,-181.72,-182.61,-182.50
70586,14,1.44,1.00,-0.04,-0.00,-0.07,-179.62,-179.84,-180.84
70598,14,1.44,1.00,-0.04,-0.00,-0.07,-179.29,-178.51,-181.50
70614,14,1.44,1.00,-0.04,-0.00,-0.07,-53.68,-109.73,-142.40
70628,14,1.44,1.00,-0.04,-0.00,-0.07,-104.41,-117.26,-138.42
70642,14,1.44,1.00,-0.04,-0.00,-0.07,-130.99,-133.65,-145.95
70656,14,1.44,1.00,-0.04,-0.00,-0.07,-150.82,-152.81,-158.80
70669,14,1.44,1.00,-0.04,-0.00,-0.07,-168.21,-170.54,-171.42
70684,14,1.44,1.00,-0.04,-0.00,-0.07,-172.97,-174.19,-176.19
70704,14,1.44,1.00,-0.04,-0.00,-0.07,-170.20,-169.87,-174.19
70718,14,1.44,1.00,-0.04,-0.00,-0.07,-177.63,-177.63,-178.95
70733,14,1.44,1.00,-0.04,-0.00,-0.07,-177.52,-177.40,-179.40
70747,14,1.44,1.00,-0.04,-0.00,-0.07,-167.44,-166.33,-171.09
70760,14,1.44,1.00,-0.04,-0.00,-0.07,-162.23,-160.68,-166.99
70774,14,1.44,1.00,-0.04,-0.00,-0.07,-164.33,-163.67,-167.66
70788,14,1.44,1.00,-0.04,-0.00,-0.07,-178.62,-179.84,-179.73
70803,14,1.44,1.00,-0.04,-0.00,-0.07,-180.73,-181.17,-181.83
70821,14,1.44,1.00,-0.04,-0.00,-0.07,-55.56,-113.05,-147.72
70836,14,1.44,1.00,-0.04,-0.00,-0.07,-121.14,-136.09,-154.03
70849,14,1.44,1.00,-0.04,-0.00,-0.07,-146.61,-151.49,-161.12
70864,14,1.44,1.00,-0.04,-0.00,-0.07,-152.48,-153.37,-161.57
70878,14,1.44,1.00,-0.04,-0.00,-0.07,-152.48,-150.38,-159.13
70891,14,1.44,1.00,-0.04,-0.00,-0.07,-157.25,-155.69,-162.23
70906,14,1.44,1.00,-0.04,-0.00,-0.07,-165.88,-166.88,-168.54
70920,14,1.44,1.00,-0.04,-0.00,-0.07,-177.96,-179.40,-179.07
70938,14,1.44,1.00,-0.04,-0.00,-0.07,-173.64,-173.97,-176.41
70952,14,1.44,1.00,-0.04,-0.00,-0.07,-179.29,-179.29,-180.73
70967,12,1.44,1.00,-0.04,-0.00,-0.07,-179.29,-180.17,-180.51
70982,12,1.44,1.00,-0.04,-0.00,-0.07,-177.85,-177.85,-180.28
70997,12,1.44,1.00,-0.04,-0.00,-0.07,-173.20,-169.87,-174.86
71010,12,1.44,1.00,-0.04,-0.00,-0.07,-165.33,-164.22,-169.21
71025,12,1.44,1.00,-0.04,-0.00,-0.07,-50.14,-103.64,-134.98
71039,12,1.44,1.00,-0.04,-0.00,-0.07,-118.48,-134.43,-148.61
71053,12,1.44,1.00,-0.04,-0.00,-0.07,-148.61,-155.14,-162.01
71070,12,1.44,1.00,-0.04,-0.00,-0.07,-161.12,-162.78,-166.99
71086,12,1.44,1.00,-0.04,-0.00,-0.07,-168.65,-169.76,-172.20
71099,12,1.44,1.00,-0.04,-0.00,-0.07,-172.64,-173.42,-175.52
71112,12,1.44,1.00,-0.04,-0.00,-0.07,-161.90,-160.24,-166.44
71127,12,1.44,1.00,-0.04,-0.00,-0.07,-162.34,-161.12,-166.66
71139,12,1.44,1.00,-0.04,-0.00,-0.07,-171.31,-171.87,-173.97
71153,12,1.44,1.00,-0.04,-0.00,-0.07,-179.07,-180.17,-179.95
71168,12,1.44,1.00,-0.04,-0.00,-0.07,-181.28,-182.17,-182.61
71187,12,1.44,1.00,-0.04,-0.00,-0.07,-176.63,-175.85,-178.18
71201,12,1.44,1.00,-0.04,-0.00,-0.07,-181.17,-181.95,-181.39
71214,12,1.44,1.00,-0.04,-0.00,-0.07,-169.98,-168.43,-173.31
71228,12,1.44,1.00,-0.04,-0.00,-0.07,-49.25,-101.64,-131.88
71241,12,1.44,1.00,-0.04,-0.00,-0.07,-107.29,-121.36,-138.30
71256,12,1.45,1.00,-0.04,-0.00,-0.07,-140.30,-145.95,-153.37
71270,12,1.15,1.00,-0.04,-0.00,-0.07,-161.90,-165.00,-167.32
71285,12,1.14,1.00,-0.04,-0.00,-0.07,-168.10,-171.87,-173.75
71315,12,1.16,1.00,-0.04,-0.01,-0.07,-171.42,-172.75,-175.63
71329,12,1.16,1.00,-0.04,-0.01,-0.07,-163.56,-161.34,-168.32
71344,13,1.16,1.00,-0.04,-0.01,-0.07,-163.23,-162.01,-167.32
71359,13,1.16,1.00,-0.04,-0.01,-0.07,-165.66,-163.78,-168.21
71372,13,1.16,1.00,-0.04,-0.01,-0.07,-177.74,-178.62,-177.85
71387,13,1.13,1.00,-0.04,-0.01,-0.07,-181.72,-181.72,-182.17
71401,13,1.34,1.00,-0.04,-0.01,-0.07,-182.83,-182.94,-183.50
71414,13,1.20,1.00,-0.04,-0.00,-0.07,-172.20,-169.87,-174.86
71431,13,1.25,1.00,-0.04,-0.00,-0.07,-56.67,-113.83,-144.84
71447,13,1.18,1.00,-0.04,-0.00,-0.07,-115.16,-129.44,-147.61
71461,13,1.19,1.00,-0.04,-0.00,-0.07,-133.21,-136.31,-148.72
71473,13,1.16,1.00,-0.04,-0.00,-0.07,-149.05,-150.16,-156.80
71488,13,1.15,1.00,-0.04,-0.00,-0.07,-164.78,-165.55,-168.65
71502,13,1.16,1.00,-0.04,-0.00,-0.07,-173.86,-176.08,-176.52
71514,13,1.19,1.00,-0.04,-0.00,-0.07,-167.88,-168.10,-172.20
71529,13,1.25,1.00,-0.04,-0.00,-0.07,-164.67,-162.78,-168.99
71542,13,1.28,1.00,-0.04,-0.00,-0.07,-163.56,-163.12,-167.44
71560,13,1.33,1.00,-0.04,-0.00,-0.07,-164.89,-164.11,-168.88
71573,13,1.44,1.00,-0.04,-0.00,-0.07,-173.53,-172.97,-174.41
71588,13,1.23,1.00,-0.04,-0.00,-0.07,-178.29,-180.06,-180.84
71600,13,1.36,1.00,-0.04,-0.01,-0.07,-181.39,-182.83,-182.06
71614,13,1.36,1.00,-0.04,-0.01,-0.07,-171.20,-170.65,-174.64
71629,13,1.35,1.00,-0.04,-0.01,-0.07,-167.66,-166.99,-171.42
71642,13,1.34,1.00,-0.04,-0.01,-0.07,-49.14,-103.19,-133.87
71715,13,1.32,1.00,-0.04,-0.01,-0.07,-148.83,-158.02,-167.66
71733,13,1.16,1.00,-0.04,-0.00,-0.07,-166.66,-169.54,-174.30
71748,13,1.18,1.00,-0.04,-0.00,-0.07,-166.22,-166.22,-170.54
71762,13,1.19,1.00,-0.04,-0.00,-0.07,-162.12,-160.13,-167.10
71778,13,1.19,1.00,-0.04,-0.00,-0.07,-165.11,-164.33,-169.10
71792,13,1.19,1.00,-0.04,-0.00,-0.07,-165.77,-164.45,-168.76
71806,13,1.19,1.00,-0.04,-0.00,-0.07,-172.86,-172.31,-174.52
71820,13,1.19,1.00,-0.04,-0.00,-0.07,-179.95,-180.84,-181.17
